Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location,Speed_difference,ln Y ,,ln ( X ) 
2670,7976,879,1.11885E+12,18.86,1092.649,6451911.523,1872622.682,14.5,5.9,2,24.12,-5.46,2,,,,,,,2659,2679,59.09,2.45,us-101,2659,8075,942,1.11885E+12,20.962,1262.732,6452038.141,1872509.209,15.5,5.9,2,8.7,0,2,,,,,,,2653,2670,32.19,3.7,us-101,15.42,1.400019635,,1.77151399
525,2913,1032,1.11885E+12,18.553,1103.454,6451889.493,1872642.281,19.5,8.4,2,10,0,2,,,,,,,520,530,41.03,4.1,us-101,520,2847,1036,1.11885E+12,19.895,1076.78,6451868.499,1872658.789,12,5.5,2,9.63,0,2,,,,,,,517,525,45.31,4.7,us-101,0.37,1.041392685,,1.613101517
1499,7245,858,1.11885E+12,17.825,567.462,6451491.357,1872993.261,13,6.4,2,0,0,2,,,,,,,1487,1501,29.43,9999.99,us-101,1487,7846,893,1.11885E+12,21.323,2049.771,6452606.641,1872015.451,14.5,5.9,2,28.38,7.28,2,,,,,,,1482,1504,61.98,2.18,us-101,-28.38,0,,1.468790262
1558,7517,878,1.11885E+12,18.169,308.753,6451301.181,1873169.756,15.5,6.4,2,12.72,11.2,2,,,,,,,1552,1562,33.78,2.66,us-101,1552,7542,881,1.11885E+12,18.062,389.594,6451359.834,1873113.343,14.5,6.4,2,21.85,11.2,2,,,,,,,1547,1558,65.59,3,us-101,-9.13,1.137354111,,1.528659645
1228,5954,1183,1.11885E+12,19.281,636.107,6451541.603,1872946.372,14,6.9,2,15.54,4.3,2,,,,,,,1222,1232,103.17,6.64,us-101,1222,5741,1170,1.11885E+12,19.189,512.82,6451449.777,1873028.921,17,6.4,2,12.26,-11.2,2,,,,,,,1218,1228,23.6,1.92,us-101,3.28,1.218535505,,2.013553431
1552,7817,881,1.11885E+12,18.7,1196.965,6451964.045,1872577.14,14.5,6.4,2,45.14,0.41,2,,,,,,,1547,1558,77.83,1.72,us-101,1547,7265,882,1.11885E+12,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0,2,,,,,,,1543,1552,56.26,2.77,us-101,24.82,1.66407759,,1.89114703
1675,6867,1055,1.11885E+12,18.035,1544.736,6452222.017,1872352.314,13,4.9,2,20,0,2,,,,,,,1662,1680,44.87,2.24,us-101,1662,6663,1052,1.11885E+12,17.875,1461.983,6452160.028,1872407.034,13,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101,2.16,1.322219295,,1.65195607
443,2026,853,1.11885E+12,17.296,133.971,6451179.97,1873296.791,18,7.4,2,4.98,0.27,2,,,,,,,438,450,30.98,6.22,us-101,438,2551,858,1.11885E+12,18.795,1010.6,6451823.468,1872699.447,18.5,6.9,2,28.24,-2.44,2,,,,,,,435,443,61.01,2.16,us-101,-23.26,0.776701184,,1.491081413
1662,6663,1052,1.11885E+12,17.875,1461.983,6452160.028,1872407.034,13,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101,1654,6601,1051,1.11885E+12,19.702,1390.134,6452104.647,1872452.801,16.5,6.4,2,20,0,2,,,,,,,1645,1662,57,2.85,us-101,-2.16,1.275080898,,1.631037697
2792,8599,830,1.11885E+12,19.435,1153.65,6451957.13,1872582.19,12,8,2,34.5,6.75,2,,,,,,,2780,2820,81.11,2.35,us-101,2780,8340,828,1.11885E+12,17.385,858.349,6451735.818,1872777.898,10,5,2,0,0,2,,,,,,,2768,2792,24,9999.99,us-101,34.5,1.550228353,,1.909074401
1102,5340,871,1.11885E+12,18.156,751.268,6451628.806,1872870.923,14.5,6.9,2,25,0,2,,,,,,,1094,1109,76.26,3.05,us-101,1094,3099,613,1.11885E+12,21.083,1088.179,6451906.681,1872623.952,10,4.5,2,35,0,2,,,,,,,1088,1101,117.06,3.34,us-101,-10,1.414973348,,1.882296801
915,2216,464,1.11885E+12,17.328,202.292,6451250.693,1873221.444,16.5,5.9,2,39.46,1.28,2,,,,,,,905,918,89.62,2.27,us-101,905,2280,463,1.11885E+12,18.918,544.613,6451499.555,1872984.463,17.5,6.9,2,40.06,1.89,2,,,,,,,897,915,78.11,1.95,us-101,-0.6,1.607025878,,1.95240494
350,2039,992,1.11885E+12,17.052,908.643,6451747.726,1872767.866,15,6.4,2,2.5,0,2,,,,,,,345,354,19.48,7.79,us-101,345,1994,990,1.11885E+12,17.978,927.438,6451761.226,1872754.758,14,5.9,2,3.33,-8.25,2,,,,,,,341,350,28.57,8.58,us-101,-0.83,0.544068044,,1.289588953
1675,6589,1055,1.11885E+12,19.887,1249.039,6451998.262,1872545.582,13,4.9,2,34.47,-6.27,2,,,,,,,1662,1680,69.19,2.01,us-101,1662,6663,1052,1.11885E+12,17.875,1461.983,6452160.028,1872407.034,13,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101,16.63,1.549861188,,1.840043331
692,3529,993,1.11885E+12,16.814,1338.202,6452067.345,1872489.134,13.5,5.9,2,25,0,2,,,,,,,688,698,34.94,1.4,us-101,688,3015,994,1.11885E+12,19.392,426.891,6451382.324,1873090.808,13.5,4.9,2,1.31,-2.06,2,,,,,,,678,692,26.67,20.36,us-101,23.69,1.414973348,,1.543322901
1803,9101,858,1.11885E+12,20.214,1789.907,6452409.282,1872185.325,15,6.9,2,13,0,2,,,,,,,1806,1817,36.34,2.8,us-101,1806,9175,848,1.11885E+12,19.486,1845.375,6452451.66,1872149.75,14.5,7.4,2,1.89,8.47,2,,,,,,,1810,1803,39.72,21.02,us-101,11.11,1.146128036,,1.560384923
1177,6424,1151,1.11885E+12,19.349,2082.089,6452632.908,1871996.582,15.5,7.4,2,0,0,2,,,,,,,1172,1180,22.65,9999.99,us-101,1172,5770,1141,1.11885E+12,18.051,844.485,6451698.89,1872809.496,15,6.4,2,28.12,1.28,2,,,,,,,1168,1177,73.59,2.62,us-101,-28.12,0,,1.355068206
1881,7107,943,1.11885E+12,18.421,800.754,6451661.69,1872841.7,15,4.9,2,8.63,-10.68,2,,,,,,,1873,1889,28.56,3.31,us-101,1873,7310,943,1.11885E+12,19.85,991.503,6451804.184,1872714.812,16,6.9,2,0,0,2,,,,,,,1864,1881,49.27,9999.99,us-101,8.63,0.983626287,,1.455758203
234,833,461,1.11885E+12,19.136,1121.619,6451933.2,1872603.433,12,5.5,2,38.64,0.68,2,,,,,,,227,242,88.62,2.29,us-101,227,766,459,1.11885E+12,20.482,967.188,6451815.84,1872703.842,19,7.9,2,30.14,1.34,2,,,,,,,225,234,55.16,1.83,us-101,8.5,1.598133646,,1.947531746
701,1788,422,1.11885E+12,18.325,426.864,6451412.63,1873064.33,19.5,6.4,2,39.99,0,2,,,,,,,692,704,41.95,1.05,us-101,692,3529,993,1.11885E+12,16.814,1338.202,6452067.345,1872489.134,13.5,5.9,2,25,0,2,,,,,,,688,698,34.94,1.4,us-101,14.99,1.612677918,,1.622731965
1294,5585,515,1.11885E+12,18.604,1510.237,6452195.736,1872374.67,15,5.9,2,45,0,2,,,,,,,1291,1300,57.53,1.28,us-101,1291,5711,518,1.11885E+12,21.111,2135.861,6452669.687,1871964.872,12,5.5,2,41.84,6.38,2,,,,,,,0,1294,0,0,us-101,3.16,1.662757832,,1.759894374
242,664,493,1.11885E+12,17.554,322.749,6451336.751,1873136.233,18,5.4,2,34.96,0,2,,,,,,,234,250,107.53,3.08,us-101,234,833,461,1.11885E+12,19.136,1121.619,6451933.2,1872603.433,12,5.5,2,38.64,0.68,2,,,,,,,227,242,88.62,2.29,us-101,-3.68,1.555819683,,2.031529646
270,1405,955,1.11885E+12,19.131,655.047,6451555.801,1872933.875,15.5,6.4,2,15.38,0,2,,,,,,,265,280,43.73,2.84,us-101,265,1371,966,1.11885E+12,19.937,651.464,6451552.59,1872935.665,15,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101,0.41,1.214313897,,1.640779477
270,1756,955,1.11885E+12,19.018,1246.406,6452000.985,1872544.351,15.5,6.4,2,8.97,2.96,2,,,,,,,265,280,40.23,4.49,us-101,265,1371,966,1.11885E+12,19.937,651.464,6451552.59,1872935.665,15,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101,-6,0.998695158,,1.604550033
1613,8189,687,1.11885E+12,18.417,1472.712,6452171.808,1872395.963,15.5,6.4,2,30.37,4.23,2,,,,,,,1611,1616,118.92,3.92,us-101,1611,8070,708,1.11885E+12,17.925,1215.502,6451978.471,1872565.532,13,5.9,2,25,0,2,,,,,,,1606,1613,58.95,2.36,us-101,5.37,1.496514519,,2.075254901
1618,6385,985,1.11885E+12,18.22,936.582,6451763.798,1872752.173,13.5,5.4,2,30,0,2,,,,,,,1609,1625,82.1,2.74,us-101,1609,6114,980,1.11885E+12,18.865,368.418,6451339.715,1873131.545,14,5.4,2,35.17,-3.72,2,,,,,,,1601,1618,62.17,1.77,us-101,-5.17,1.491361694,,1.914343157
1771,7292,934,1.11885E+12,18.621,1776.23,6452395.782,1872199.031,13.5,6.9,2,13.63,-10.69,2,,,,,,,1741,1752,37.04,2.72,us-101,1741,8342,662,1.11885E+12,18.579,360.565,6451338.232,1873133.376,16.5,6.9,2,25,0,2,,,,,,,1738,1746,101.53,4.06,us-101,-11.37,1.165244326,,1.568670978
1661,4640,476,1.11885E+12,16.756,78.924,6451166.531,1873312.374,10,5.5,2,40.91,-7.13,2,,,,,,,1656,1663,42.15,1.03,us-101,1656,4845,506,1.11885E+12,18.799,764.561,6451664.504,1872838.727,10.5,6.5,2,26.65,-4,2,,,,,,,1650,1661,74.15,2.78,us-101,14.26,1.622317661,,1.624797579
1139,5687,896,1.11885E+12,20.015,1072.962,6451869.681,1872657.6,20.5,7.4,2,20.07,-1.61,2,,,,,,,1132,1145,32.49,1.62,us-101,1132,5657,884,1.11885E+12,17.467,1045.448,6451850.623,1872677.582,13.5,6.4,2,19.98,0.25,2,,,,,,,1126,1139,53,2.65,us-101,0.09,1.323664536,,1.511749711
1645,6878,1042,1.11885E+12,19.285,1708.061,6452344.104,1872244.087,12.5,6,2,12.86,0,2,,,,,,,1637,1654,41.13,3.2,us-101,1637,8247,673,1.11885E+12,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101,-17.12,1.14176323,,1.61415871
151,1623,968,1.11885E+12,19.365,1906.266,6452497.609,1872109.875,15,6.4,2,10.15,11.2,2,,,,,,,147,159,45.01,4.43,us-101,147,841,967,1.11885E+12,18.539,389.739,6451359.62,1873112.892,15.5,5.9,2,36.96,7.15,2,,,,,,,142,151,58.31,1.58,us-101,-26.81,1.047274867,,1.653309013
2363,7191,487,1.11885E+12,19.616,1594.059,6452288.587,1872292.106,16,5.9,2,50.33,-1.29,2,,,,,,,2365,2373,85.31,1.69,us-101,2365,7252,340,1.11885E+12,20.556,2025.821,6452615.512,1872009.207,13.5,6.4,2,50,0,2,,,,,,,2362,2363,57.28,1.15,us-101,0.33,1.710371264,,1.930999942
1916,5512,562,1.11885E+12,16.876,226.031,6451267.398,1873204.641,10,7.5,2,35.13,0.37,2,,,,,,,1911,1924,62.97,1.79,us-101,1911,5745,555,1.11885E+12,17.833,1087.166,6451908.066,1872627.056,11.5,4,2,30.1,2.05,2,,,,,,,1908,1916,59.52,1.98,us-101,5.03,1.557867962,,1.799133693
386,1670,948,1.11885E+12,16.007,184.209,6451215.126,1873260.891,15.5,6.9,2,14.31,-0.23,2,,,,,,,379,390,43.69,3.05,us-101,379,1756,936,1.11885E+12,17.827,279.111,6451280.185,1873190.524,15,6.9,2,10.31,0,2,,,,,,,373,386,58.35,5.66,us-101,4,1.184975191,,1.640382045
601,3395,971,1.11885E+12,18.849,1837.948,6452442.397,1872158.658,15,5.4,2,22.51,0.92,2,,,,,,,592,610,58.44,2.6,us-101,592,3147,978,1.11885E+12,18.394,1244.01,6451995.461,1872550.021,13,5.9,2,35,0,2,,,,,,,585,601,85.69,2.45,us-101,-12.49,1.371252629,,1.766710207
408,2388,916,1.11885E+12,19.76,1489.603,6452179.48,1872387.427,15.5,6.4,2,13.11,-6.07,2,,,,,,,404,412,36.91,2.82,us-101,404,1888,898,1.11885E+12,15.678,130.552,6451174.968,1873304.596,14,5.9,2,44.66,2.15,2,,,,,,,397,408,112.17,2.51,us-101,-31.55,1.149527014,,1.567144045
2608,7613,979,1.11885E+12,20.098,554.115,6451505.826,1872977.271,13,5.4,2,35.6,2.92,2,,,,,,,2597,2618,94.54,2.66,us-101,2597,8012,960,1.11885E+12,17.457,1543.461,6452251.683,1872326.992,13.5,5.9,2,5,-0.02,2,,,,,,,2593,2608,39.41,7.88,us-101,30.6,1.563481085,,1.975615598
1063,2872,565,1.11885E+12,18.993,740.992,6451646.65,1872854.143,11.5,6,2,30.37,4.31,2,,,,,,,1056,1065,108.32,3.57,us-101,1056,5721,864,1.11885E+12,19.949,1947.41,6452528.697,1872082.397,14.5,5.9,2,43.32,-6.22,2,,,,,,,1052,1059,56.03,1.29,us-101,-12.95,1.496514519,,2.034708651
1059,5405,870,1.11885E+12,18.349,1353.631,6452082.152,1872474.168,16,6.9,2,15,0,2,,,,,,,1056,1064,58.5,3.9,us-101,1056,5721,864,1.11885E+12,19.949,1947.41,6452528.697,1872082.397,14.5,5.9,2,43.32,-6.22,2,,,,,,,1052,1059,56.03,1.29,us-101,-28.32,1.204119983,,1.767155866
2828,8564,821,1.11885E+12,18.953,963.198,6451813.835,1872707.612,15,6.9,2,19.98,-0.1,2,,,,,,,2820,2833,45.49,2.28,us-101,2820,8357,813,1.11885E+12,18.342,801.781,6451692.743,1872814.515,15,6.9,2,1.8,0,2,,,,,,,2792,2828,34.57,19.21,us-101,18.18,1.321805484,,1.657915937
260,1547,495,1.11885E+12,20.792,736.29,6451611.672,1872882.458,17,7.9,2,50.01,-0.26,2,,,,,,,255,263,71.48,1.43,us-101,255,1406,502,1.11885E+12,13.538,235.172,6451248.312,1873229.413,14.5,6.4,2,32.88,0,2,,,,,,,250,260,44.76,1.36,us-101,17.13,1.707655324,,1.854184544
2500,8993,665,1.11885E+12,17.14,367.577,6451340.308,1873133.37,14,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101,2494,9352,634,1.11885E+12,20.326,1610.728,6452270.274,1872307.041,13,5.9,2,35.29,0.11,2,,,,,,,2479,2477,67.1,1.9,us-101,-0.02,1.559547556,,1.716420734
2828,8125,821,1.11885E+12,17.119,398.876,6451392.876,1873084.175,15,6.9,2,16.36,-10.86,2,,,,,,,2820,2833,34.79,2.13,us-101,2820,8357,813,1.11885E+12,18.342,801.781,6451692.743,1872814.515,15,6.9,2,1.8,0,2,,,,,,,2792,2828,34.57,19.21,us-101,14.56,1.239549721,,1.541454429
982,5064,837,1.11885E+12,18.968,1573.233,6452246.933,1872329.158,14,6.9,2,25.03,0.07,2,,,,,,,957,987,52.93,2.11,us-101,957,5194,787,1.11885E+12,18.045,1876.376,6452475.991,1872130.462,14,5.4,2,15.03,-0.06,2,,,,,,,977,982,45.06,3,us-101,10,1.415474168,,1.723701894
754,3700,899,1.11885E+12,19.245,1008.62,6451817.53,1872704.012,16.5,6.4,2,18.7,3.63,2,,,,,,,748,755,50.87,2.72,us-101,748,3671,911,1.11885E+12,18.459,1003.959,6451814.516,1872707.674,13.5,5.9,2,15.38,4.29,2,,,,,,,745,754,67.47,4.39,us-101,3.32,1.294466226,,1.706461738
2497,7177,838,1.11885E+12,16.541,223.102,6451265.61,1873206.994,17,5.9,2,45.49,-3.55,2,,,,,,,2492,2500,92.67,2.04,us-101,2492,7935,836,1.11885E+12,21.677,2101.593,6452674.053,1871960.673,14.5,6.4,2,25.38,-4.02,2,,,,,,,0,2497,0,0,us-101,20.11,1.667359546,,1.966939163
2364,8729,641,1.11885E+12,18.679,793.78,6451656.27,1872846.115,17,6.4,2,35,0,2,,,,,,,2353,2375,98.8,2.82,us-101,2353,8954,644,1.11885E+12,19.237,1568.738,6452239.247,1872335.56,11.5,5.5,2,40,0,2,,,,,,,2340,2364,118.59,2.96,us-101,-5,1.556302501,,1.994756945
642,3546,762,1.11885E+12,17.668,1504.007,6452195.832,1872375.831,16.5,6.9,2,17.5,-11.2,2,,,,,,,639,646,44.72,2.56,us-101,639,3576,767,1.11885E+12,16.703,1580.723,6452254.057,1872325.909,15,7.4,2,14.81,-2.03,2,,,,,,,632,642,52.13,3.52,us-101,2.69,1.267171728,,1.650501795
1111,5913,831,1.11885E+12,18.618,1737.124,6452370.303,1872221.523,15.5,7.4,2,44.99,0,2,,,,,,,1102,1115,118.57,2.64,us-101,1102,5340,871,1.11885E+12,18.156,751.268,6451628.806,1872870.923,14.5,6.9,2,25,0,2,,,,,,,1094,1109,76.26,3.05,us-101,19.99,1.66266341,,2.07397482
1400,7315,906,1.11885E+12,16.815,1301.193,6452043.651,1872509.895,13.5,5.9,2,34.89,1.04,2,,,,,,,1392,1405,72.88,2.09,us-101,1392,7443,914,1.11885E+12,19.613,1842.385,6452449.325,1872151.617,15,7.4,2,35.07,-1.14,2,,,,,,,1404,1400,67.38,1.92,us-101,-0.18,1.554973458,,1.862608364
2870,8937,802,1.11885E+12,18.763,1676.855,6452351.208,1872238.427,15.5,7.9,2,49.99,0,2,,,,,,,2864,2873,153.78,3.08,us-101,2864,8973,772,1.11885E+12,21.462,2040.827,6452626.571,1871999.022,17,6.4,2,54.98,0.26,2,,,,,,,2861,2870,60.32,1.1,us-101,-4.99,1.707485012,,2.186899857
1147,3246,531,1.11885E+12,17.705,1003.684,6451845.19,1872681.999,11.5,4,2,30.01,0,2,,,,,,,1144,1155,47.5,1.58,us-101,1144,3333,554,1.11885E+12,17.706,1351.366,6452107.094,1872453.318,9,6.5,2,40,0,2,,,,,,,1138,1147,85.6,2.14,us-101,-9.99,1.491501766,,1.67669361
2820,8357,813,1.11885E+12,18.342,801.781,6451692.743,1872814.515,15,6.9,2,1.8,0,2,,,,,,,2792,2828,34.57,19.21,us-101,2792,8599,830,1.11885E+12,19.435,1153.65,6451957.13,1872582.19,12,8,2,34.5,6.75,2,,,,,,,2780,2820,81.11,2.35,us-101,-32.7,0.447158031,,1.53869938
2864,8973,772,1.11885E+12,21.462,2040.827,6452626.571,1871999.022,17,6.4,2,54.98,0.26,2,,,,,,,2861,2870,60.32,1.1,us-101,2861,8759,830,1.11885E+12,17.734,1062.409,6451889.425,1872643.426,14,5.9,2,39.9,11.2,2,,,,,,,2855,2870,83.6,2.1,us-101,15.08,1.748032894,,1.780461333
2911,8527,810,1.11885E+12,19.737,373.324,6451372.303,1873099.575,17,6.4,2,10,0,2,,,,,,,2903,2916,40.49,4.05,us-101,2903,8526,804,1.11885E+12,19.584,412.811,6451401.428,1873072.942,16.5,4.9,2,9.92,-2.19,2,,,,,,,2896,2911,33.04,3.33,us-101,0.08,1.041392685,,1.607347777
1079,5651,886,1.11885E+12,19.065,1468.393,6452168.146,1872398.321,14.5,6.9,2,3.37,0,2,,,,,,,1075,1084,35.45,10.52,us-101,1075,5526,884,1.11885E+12,18.939,1380.629,6452102.133,1872456.001,14,6.9,2,20,0,2,,,,,,,1070,1079,48,2.4,us-101,-16.63,0.640481437,,1.54961624
1178,5020,476,1.11885E+12,19.832,586.813,6451500.355,1872982.521,13.5,4.4,2,40.47,3.31,2,,,,,,,1167,1181,76.71,1.9,us-101,1167,5007,475,1.11885E+12,19.212,601.627,6451511.831,1872973.09,13.5,5.4,2,48.05,1.94,2,,,,,,,1163,1178,93.74,1.95,us-101,-7.58,1.617734035,,1.884851983
1980,7541,980,1.11885E+12,19.059,773.782,6451640.99,1872859.025,18,6.9,2,19.98,-0.24,2,,,,,,,1966,1988,73.14,3.66,us-101,1966,7110,948,1.11885E+12,19.492,429.862,6451384.428,1873088.733,14.5,5.4,2,9.83,0,2,,,,,,,1953,1980,45.89,4.67,us-101,10.15,1.321805484,,1.864154956
2012,7673,989,1.11885E+12,19.203,726.581,6451605.416,1872890.064,13.5,6.9,2,25.46,-1.08,2,,,,,,,2008,2020,54.09,2.12,us-101,2008,6026,597,1.11885E+12,19.557,939.513,6451795.592,1872722.669,9.5,5.5,2,40.48,7.21,2,,,,,,,2001,2019,64.12,1.58,us-101,-15.02,1.42258984,,1.733116981
1723,5331,577,1.11885E+12,16.781,1821.154,6452461.375,1872144.873,9.5,6,2,61.44,9,2,,,,,,,1717,1741,113.88,1.85,us-101,1717,5306,575,1.11885E+12,17.493,1772.313,6452424.101,1872176.174,10,5.5,2,61.3,-0.87,2,,,,,,,1709,1723,169.35,2.76,us-101,0.14,1.795462894,,2.056447458
1084,5562,890,1.11885E+12,19.316,1324.694,6452059.679,1872492.525,15.5,7.9,2,20,0,2,,,,,,,1079,1089,56.93,2.85,us-101,1079,5651,886,1.11885E+12,19.065,1468.393,6452168.146,1872398.321,14.5,6.9,2,3.37,0,2,,,,,,,1075,1084,35.45,10.52,us-101,16.63,1.322219295,,1.755341184
1901,5612,561,1.11885E+12,17.996,813.358,6451701.663,1872807.129,14,5.9,2,33.01,-3.59,2,,,,,,,1890,1908,53.95,1.63,us-101,1890,5486,563,1.11885E+12,18.479,395.173,6451389.221,1873085.694,16,5.4,2,36.26,-4.39,2,,,,,,,1882,1901,73.67,2.03,us-101,-3.25,1.531606632,,1.731991449
1023,5267,852,1.11885E+12,18.889,1465.758,6452166.274,1872400.201,16.5,8.4,2,13.64,10.69,2,,,,,,,1018,1028,72.66,5.33,us-101,1018,4820,848,1.11885E+12,16.093,262.784,6451269.357,1873203.727,16,6.9,2,37.9,-3.38,2,,,,,,,1014,1023,44.83,1.18,us-101,-24.26,1.165541077,,1.861295394
2978,8904,755,1.11885E+12,19.106,387.344,6451383.04,1873090.538,14,6.4,2,24.99,0,2,,,,,,,2967,2991,50.58,2.02,us-101,2967,9279,754,1.11885E+12,12.689,2093.08,6452672.957,1871973.033,15,7.4,2,59.96,-2.08,2,,,,,,,0,2978,0,0,us-101,-34.97,1.41480628,,1.703978825
2076,8136,917,1.11885E+12,18.714,1580.77,6452248.624,1872328.009,14,5.4,2,40.27,-9.01,2,,,,,,,2062,2086,64.53,1.6,us-101,2062,7756,1024,1.11885E+12,16.66,548.086,6451473.604,1873010.7,14,4.9,2,18.77,2.65,2,,,,,,,2054,2070,50.86,2.71,us-101,21.5,1.615634469,,1.809761665
2375,8653,635,1.11885E+12,18.386,372.014,6451342.636,1873129.387,13.5,5.4,2,39.51,6.35,2,,,,,,,2364,2379,118.66,3,us-101,2364,8729,641,1.11885E+12,18.679,793.78,6451656.27,1872846.115,17,6.4,2,35,0,2,,,,,,,2353,2375,98.8,2.82,us-101,4.51,1.607562243,,2.074304344
1421,7146,880,1.11885E+12,17.396,901.078,6451741.819,1872772.605,14.5,5.9,2,5,0.02,2,,,,,,,1422,1431,44.88,8.98,us-101,1422,7204,890,1.11885E+12,17.493,972.525,6451795.554,1872725.437,14,5.4,2,0,0,2,,,,,,,1405,1421,31.95,9999.99,us-101,5,0.77815125,,1.652052848
1070,5334,882,1.11885E+12,19.468,1117.411,6451903.568,1872628.805,14.5,5.4,2,14.25,0,2,,,,,,,1064,1075,59.54,4.18,us-101,1064,5608,869,1.11885E+12,17.755,1554.765,6452233.841,1872342.288,14.5,6.4,2,0,0,2,,,,,,,1059,1070,35.33,9999.99,us-101,14.25,1.183269844,,1.77480883
2008,6026,597,1.11885E+12,19.557,939.513,6451795.592,1872722.669,9.5,5.5,2,40.48,7.21,2,,,,,,,2001,2019,64.12,1.58,us-101,2001,5815,589,1.11885E+12,15.817,410.388,6451402.217,1873077.337,15.5,6.4,2,35.91,-7.07,2,,,,,,,1998,2008,43.89,1.22,us-101,4.57,1.617838748,,1.806993514
1139,5450,896,1.11885E+12,20.257,647.988,6451549.79,1872937.74,20.5,7.4,2,27.19,-5.86,2,,,,,,,1132,1145,48.79,1.79,us-101,1132,5657,884,1.11885E+12,17.467,1045.448,6451850.623,1872677.582,13.5,6.4,2,19.98,0.25,2,,,,,,,1126,1139,53,2.65,us-101,7.21,1.450095076,,1.688330818
1487,7846,893,1.11885E+12,21.323,2049.771,6452606.641,1872015.451,14.5,5.9,2,28.38,7.28,2,,,,,,,1482,1504,61.98,2.18,us-101,1482,7262,888,1.11885E+12,18.945,643.682,6451547.453,1872941.59,13,5.9,2,9,0,2,,,,,,,1476,1487,41.54,4.62,us-101,19.38,1.468051791,,1.792251572
1780,6999,1027,1.11885E+12,19.343,1149.438,6451923.645,1872611.481,16.5,5.4,2,11.85,-0.29,2,,,,,,,1773,1790,25.99,2.19,us-101,1773,7176,1020,1.11885E+12,17.552,1339.413,6452067.694,1872487.848,16,5.4,2,8.61,11.2,2,,,,,,,1766,1780,25.74,2.99,us-101,3.24,1.108903128,,1.41480628
412,2757,919,1.11885E+12,20.52,1992.512,6452558.51,1872056.362,16,6.9,2,26.4,0,2,,,,,,,408,416,44.28,1.68,us-101,408,2793,916,1.11885E+12,21.701,2136.021,6452669.437,1871964.316,15.5,6.4,2,28.8,2.31,2,,,,,,,0,412,0,0,us-101,-2.4,1.437750563,,1.646207612
2500,7378,847,1.11885E+12,19.58,763.05,6451662.834,1872839.154,17,5.9,2,26.23,9.04,2,,,,,,,2497,2516,43.36,1.65,us-101,2497,7177,838,1.11885E+12,16.541,223.102,6451265.61,1873206.994,17,5.9,2,45.49,-3.55,2,,,,,,,2492,2500,92.67,2.04,us-101,-19.26,1.435047641,,1.637089274
1548,4568,565,1.11885E+12,18.115,1226.216,6452012.55,1872535.418,9.5,6.5,2,45.4,4.63,2,,,,,,,1538,1551,92.64,2.04,us-101,1538,4257,575,1.11885E+12,17.782,169.102,6451227.359,1873245.17,9,5,2,22.87,2.06,2,,,,,,,1534,1548,49.84,2.18,us-101,22.53,1.666517981,,1.966798546
1650,4862,487,1.11885E+12,17.948,885.812,6451756.095,1872759.311,12,6,2,29.98,-0.26,2,,,,,,,1645,1656,80.89,2.7,us-101,1645,6878,1042,1.11885E+12,19.285,1708.061,6452344.104,1872244.087,12.5,6,2,12.86,0,2,,,,,,,1637,1654,41.13,3.2,us-101,17.12,1.491081413,,1.907894835
928,2554,463,1.11885E+12,17.43,1418.395,6452157.821,1872409.545,14,6.4,2,55.25,0.73,2,,,,,,,918,943,122.1,2.21,us-101,918,4462,603,1.11885E+12,19.141,1788.749,6452404.912,1872190.496,14.5,5.9,2,55.3,3.12,2,,,,,,,912,920,101.68,1.84,us-101,-0.05,1.750122527,,2.086715664
8,432,605,1.11885E+12,19.392,361.246,6451334.193,1873136.148,17,7.4,2,28.19,6.42,2,,,,,,,4,13,67.2,2.38,us-101,4,571,651,1.11885E+12,17.073,912.288,6451746.315,1872769.08,16,5.9,2,24.99,0,2,,,,,,,0,8,0,0,us-101,3.2,1.465234095,,1.827369273
1212,6568,1176,1.11885E+12,18.762,1967.343,6452544.652,1872070.421,14.5,6.4,2,12.27,0,2,,,,,,,1207,1218,32.6,2.66,us-101,1207,6635,1175,1.11885E+12,19.957,2126.846,6452667.654,1871967.965,16.5,7.9,2,29.15,5.39,2,,,,,,,0,1212,0,0,us-101,-16.88,1.122870923,,1.5132176
