Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location
1881,7107,943,1118848552700,18.421,800.754,6451661.69,1872841.7,15.0,4.9,2,8.63,-10.68,2,,,,,,,1873,1889,28.56,3.31,us-101,1873,7310,943,1118848573000,19.85,991.503,6451804.184,1872714.812,16.0,6.9,2,0.0,0.0,2,,,,,,,1864,1881,49.27,9999.99,us-101
234,833,461,1118847062200,19.136,1121.619,6451933.2,1872603.433,12.0,5.5,2,38.64,0.68,2,,,,,,,227,242,88.62,2.29,us-101,227,766,459,1118847055500,20.482,967.188,6451815.84,1872703.842,19.0,7.9,2,30.14,1.34,2,,,,,,,225,234,55.16,1.83,us-101
701,1788,422,1118847157700,18.325,426.864,6451412.63,1873064.33,19.5,6.4,2,39.99,0.0,2,,,,,,,692,704,41.95,1.05,us-101,692,3529,993,1118848194900,16.814,1338.202,6452067.345,1872489.134,13.5,5.9,2,25.0,0.0,2,,,,,,,688,698,34.94,1.4,us-101
1294,5585,515,1118848400500,18.604,1510.237,6452195.736,1872374.67,15.0,5.9,2,45.0,0.0,2,,,,,,,1291,1300,57.53,1.28,us-101,1291,5711,518,1118848413100,21.111,2135.861,6452669.687,1871964.872,12.0,5.5,2,41.84,6.38,2,,,,,,,0,1294,0.0,0.0,us-101
242,664,493,1118847045300,17.554,322.749,6451336.751,1873136.233,18.0,5.4,2,34.96,0.0,2,,,,,,,234,250,107.53,3.08,us-101,234,833,461,1118847062200,19.136,1121.619,6451933.2,1872603.433,12.0,5.5,2,38.64,0.68,2,,,,,,,227,242,88.62,2.29,us-101
270,1405,955,1118848897500,19.131,655.047,6451555.801,1872933.875,15.5,6.4,2,15.38,0.0,2,,,,,,,265,280,43.73,2.84,us-101,265,1371,966,1118848894100,19.937,651.464,6451552.59,1872935.665,15.0,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101
270,1756,955,1118848932600,19.018,1246.406,6452000.985,1872544.351,15.5,6.4,2,8.97,2.96,2,,,,,,,265,280,40.23,4.49,us-101,265,1371,966,1118848894100,19.937,651.464,6451552.59,1872935.665,15.0,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101
1613,8189,687,1118849575900,18.417,1472.712,6452171.808,1872395.963,15.5,6.4,2,30.37,4.23,2,,,,,,,1611,1616,118.92,3.92,us-101,1611,8070,708,1118849564000,17.925,1215.502,6451978.471,1872565.532,13.0,5.9,2,25.0,0.0,2,,,,,,,1606,1613,58.95,2.36,us-101
1618,6385,985,1118848480500,18.22,936.582,6451763.798,1872752.173,13.5,5.4,2,30.0,0.0,2,,,,,,,1609,1625,82.1,2.74,us-101,1609,6114,980,1118848453400,18.865,368.418,6451339.715,1873131.545,14.0,5.4,2,35.17,-3.72,2,,,,,,,1601,1618,62.17,1.77,us-101
1771,7292,934,1118848571200,18.621,1776.23,6452395.782,1872199.031,13.5,6.9,2,13.63,-10.69,2,,,,,,,1741,1752,37.04,2.72,us-101,1741,8342,662,1118849591200,18.579,360.565,6451338.232,1873133.376,16.5,6.9,2,25.0,0.0,2,,,,,,,1738,1746,101.53,4.06,us-101
1661,4640,476,1118847442900,16.756,78.924,6451166.531,1873312.374,10.0,5.5,2,40.91,-7.13,2,,,,,,,1656,1663,42.15,1.03,us-101,1656,4845,506,1118847463400,18.799,764.561,6451664.504,1872838.727,10.5,6.5,2,26.65,-4.0,2,,,,,,,1650,1661,74.15,2.78,us-101
1139,5687,896,1118849325700,20.015,1072.962,6451869.681,1872657.6,20.5,7.4,2,20.07,-1.61,2,,,,,,,1132,1145,32.49,1.62,us-101,1132,5657,884,1118849322700,17.467,1045.448,6451850.623,1872677.582,13.5,6.4,2,19.98,0.25,2,,,,,,,1126,1139,53.0,2.65,us-101
1645,6878,1042,1118848529800,19.285,1708.061,6452344.104,1872244.087,12.5,6.0,2,12.86,0.0,2,,,,,,,1637,1654,41.13,3.2,us-101,1637,8247,673,1118849581700,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101
151,1623,968,1118848919300,19.365,1906.266,6452497.609,1872109.875,15.0,6.4,2,10.15,11.2,2,,,,,,,147,159,45.01,4.43,us-101,147,841,967,1118848841100,18.539,389.739,6451359.62,1873112.892,15.5,5.9,2,36.96,7.15,2,,,,,,,142,151,58.31,1.58,us-101
2363,7191,487,1118847698000,19.616,1594.059,6452288.587,1872292.106,16.0,5.9,2,50.33,-1.29,2,,,,,,,2365,2373,85.31,1.69,us-101,2365,7252,340,1118847704100,20.556,2025.821,6452615.512,1872009.207,13.5,6.4,2,50.0,0.0,2,,,,,,,2362,2363,57.28,1.15,us-101
1916,5512,562,1118847530100,16.876,226.031,6451267.398,1873204.641,10.0,7.5,2,35.13,0.37,2,,,,,,,1911,1924,62.97,1.79,us-101,1911,5745,555,1118847553400,17.833,1087.166,6451908.066,1872627.056,11.5,4.0,2,30.1,2.05,2,,,,,,,1908,1916,59.52,1.98,us-101
386,1670,948,1118848924000,16.007,184.209,6451215.126,1873260.891,15.5,6.9,2,14.31,-0.23,2,,,,,,,379,390,43.69,3.05,us-101,379,1756,936,1118848932600,17.827,279.111,6451280.185,1873190.524,15.0,6.9,2,10.31,0.0,2,,,,,,,373,386,58.35,5.66,us-101
601,3395,971,1118848181500,18.849,1837.948,6452442.397,1872158.658,15.0,5.4,2,22.51,0.92,2,,,,,,,592,610,58.44,2.6,us-101,592,3147,978,1118848156700,18.394,1244.01,6451995.461,1872550.021,13.0,5.9,2,35.0,0.0,2,,,,,,,585,601,85.69,2.45,us-101
408,2388,916,1118848080800,19.76,1489.603,6452179.48,1872387.427,15.5,6.4,2,13.11,-6.07,2,,,,,,,404,412,36.91,2.82,us-101,404,1888,898,1118848030800,15.678,130.552,6451174.968,1873304.596,14.0,5.9,2,44.66,2.15,2,,,,,,,397,408,112.17,2.51,us-101
2608,7613,979,1118847740200,20.098,554.115,6451505.826,1872977.271,13.0,5.4,2,35.6,2.92,2,,,,,,,2597,2618,94.54,2.66,us-101,2597,8012,960,1118847780100,17.457,1543.461,6452251.683,1872326.992,13.5,5.9,2,5.0,-0.02,2,,,,,,,2593,2608,39.41,7.88,us-101
1063,2872,565,1118847266100,18.993,740.992,6451646.65,1872854.143,11.5,6.0,2,30.37,4.31,2,,,,,,,1056,1065,108.32,3.57,us-101,1056,5721,864,1118849329100,19.949,1947.41,6452528.697,1872082.397,14.5,5.9,2,43.32,-6.22,2,,,,,,,1052,1059,56.03,1.29,us-101
1059,5405,870,1118849297500,18.349,1353.631,6452082.152,1872474.168,16.0,6.9,2,15.0,0.0,2,,,,,,,1056,1064,58.5,3.9,us-101,1056,5721,864,1118849329100,19.949,1947.41,6452528.697,1872082.397,14.5,5.9,2,43.32,-6.22,2,,,,,,,1052,1059,56.03,1.29,us-101
2828,8564,821,1118847835300,18.953,963.198,6451813.835,1872707.612,15.0,6.9,2,19.98,-0.1,2,,,,,,,2820,2833,45.49,2.28,us-101,2820,8357,813,1118847814600,18.342,801.781,6451692.743,1872814.515,15.0,6.9,2,1.8,0.0,2,,,,,,,2792,2828,34.57,19.21,us-101
260,1547,495,1118847996700,20.792,736.29,6451611.672,1872882.458,17.0,7.9,2,50.01,-0.26,2,,,,,,,255,263,71.48,1.43,us-101,255,1406,502,1118847982600,13.538,235.172,6451248.312,1873229.413,14.5,6.4,2,32.88,0.0,2,,,,,,,250,260,44.76,1.36,us-101
2500,8993,665,1118848741300,17.14,367.577,6451340.308,1873133.37,14.0,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101,2494,9352,634,1118848777200,20.326,1610.728,6452270.274,1872307.041,13.0,5.9,2,35.29,0.11,2,,,,,,,2479,2477,67.1,1.9,us-101
2828,8125,821,1118847791400,17.119,398.876,6451392.876,1873084.175,15.0,6.9,2,16.36,-10.86,2,,,,,,,2820,2833,34.79,2.13,us-101,2820,8357,813,1118847814600,18.342,801.781,6451692.743,1872814.515,15.0,6.9,2,1.8,0.0,2,,,,,,,2792,2828,34.57,19.21,us-101
982,5064,837,1118849263400,18.968,1573.233,6452246.933,1872329.158,14.0,6.9,2,25.03,0.07,2,,,,,,,957,987,52.93,2.11,us-101,957,5194,787,1118849276400,18.045,1876.376,6452475.991,1872130.462,14.0,5.4,2,15.03,-0.06,2,,,,,,,977,982,45.06,3.0,us-101
754,3700,899,1118848212000,19.245,1008.62,6451817.53,1872704.012,16.5,6.4,2,18.7,3.63,2,,,,,,,748,755,50.87,2.72,us-101,748,3671,911,1118848209100,18.459,1003.959,6451814.516,1872707.674,13.5,5.9,2,15.38,4.29,2,,,,,,,745,754,67.47,4.39,us-101
2497,7177,838,1118847696600,16.541,223.102,6451265.61,1873206.994,17.0,5.9,2,45.49,-3.55,2,,,,,,,2492,2500,92.67,2.04,us-101,2492,7935,836,1118847772400,21.677,2101.593,6452674.053,1871960.673,14.5,6.4,2,25.38,-4.02,2,,,,,,,0,2497,0.0,0.0,us-101
2364,8729,641,1118848714900,18.679,793.78,6451656.27,1872846.115,17.0,6.4,2,35.0,0.0,2,,,,,,,2353,2375,98.8,2.82,us-101,2353,8954,644,1118848737400,19.237,1568.738,6452239.247,1872335.56,11.5,5.5,2,40.0,0.0,2,,,,,,,2340,2364,118.59,2.96,us-101
642,3546,762,1118849111600,17.668,1504.007,6452195.832,1872375.831,16.5,6.9,2,17.5,-11.2,2,,,,,,,639,646,44.72,2.56,us-101,639,3576,767,1118849114600,16.703,1580.723,6452254.057,1872325.909,15.0,7.4,2,14.81,-2.03,2,,,,,,,632,642,52.13,3.52,us-101
1111,5913,831,1118849348300,18.618,1737.124,6452370.303,1872221.523,15.5,7.4,2,44.99,0.0,2,,,,,,,1102,1115,118.57,2.64,us-101,1102,5340,871,1118849291000,18.156,751.268,6451628.806,1872870.923,14.5,6.9,2,25.0,0.0,2,,,,,,,1094,1109,76.26,3.05,us-101
1400,7315,906,1118849488500,16.815,1301.193,6452043.651,1872509.895,13.5,5.9,2,34.89,1.04,2,,,,,,,1392,1405,72.88,2.09,us-101,1392,7443,914,1118849501300,19.613,1842.385,6452449.325,1872151.617,15.0,7.4,2,35.07,-1.14,2,,,,,,,1404,1400,67.38,1.92,us-101
2870,8937,802,1118847872600,18.763,1676.855,6452351.208,1872238.427,15.5,7.9,2,49.99,0.0,2,,,,,,,2864,2873,153.78,3.08,us-101,2864,8973,772,1118847876200,21.462,2040.827,6452626.571,1871999.022,17.0,6.4,2,54.98,0.26,2,,,,,,,2861,2870,60.32,1.1,us-101
1147,3246,531,1118847303500,17.705,1003.684,6451845.19,1872681.999,11.5,4.0,2,30.01,0.0,2,,,,,,,1144,1155,47.5,1.58,us-101,1144,3333,554,1118847312200,17.706,1351.366,6452107.094,1872453.318,9.0,6.5,2,40.0,0.0,2,,,,,,,1138,1147,85.6,2.14,us-101
2820,8357,813,1118847814600,18.342,801.781,6451692.743,1872814.515,15.0,6.9,2,1.8,0.0,2,,,,,,,2792,2828,34.57,19.21,us-101,2792,8599,830,1118847838800,19.435,1153.65,6451957.13,1872582.19,12.0,8.0,2,34.5,6.75,2,,,,,,,2780,2820,81.11,2.35,us-101
2864,8973,772,1118847876200,21.462,2040.827,6452626.571,1871999.022,17.0,6.4,2,54.98,0.26,2,,,,,,,2861,2870,60.32,1.1,us-101,2861,8759,830,1118847854800,17.734,1062.409,6451889.425,1872643.426,14.0,5.9,2,39.9,11.2,2,,,,,,,2855,2870,83.6,2.1,us-101
2911,8527,810,1118847831600,19.737,373.324,6451372.303,1873099.575,17.0,6.4,2,10.0,0.0,2,,,,,,,2903,2916,40.49,4.05,us-101,2903,8526,804,1118847831500,19.584,412.811,6451401.428,1873072.942,16.5,4.9,2,9.92,-2.19,2,,,,,,,2896,2911,33.04,3.33,us-101
1079,5651,886,1118849322100,19.065,1468.393,6452168.146,1872398.321,14.5,6.9,2,3.37,0.0,2,,,,,,,1075,1084,35.45,10.52,us-101,1075,5526,884,1118849309600,18.939,1380.629,6452102.133,1872456.001,14.0,6.9,2,20.0,0.0,2,,,,,,,1070,1079,48.0,2.4,us-101
1178,5020,476,1118848344000,19.832,586.813,6451500.355,1872982.521,13.5,4.4,2,40.47,3.31,2,,,,,,,1167,1181,76.71,1.9,us-101,1167,5007,475,1118848342700,19.212,601.627,6451511.831,1872973.09,13.5,5.4,2,48.05,1.94,2,,,,,,,1163,1178,93.74,1.95,us-101
1980,7541,980,1118848596100,19.059,773.782,6451640.99,1872859.025,18.0,6.9,2,19.98,-0.24,2,,,,,,,1966,1988,73.14,3.66,us-101,1966,7110,948,1118848553000,19.492,429.862,6451384.428,1873088.733,14.5,5.4,2,9.83,0.0,2,,,,,,,1953,1980,45.89,4.67,us-101
2012,7673,989,1118848609300,19.203,726.581,6451605.416,1872890.064,13.5,6.9,2,25.46,-1.08,2,,,,,,,2008,2020,54.09,2.12,us-101,2008,6026,597,1118847581500,19.557,939.513,6451795.592,1872722.669,9.5,5.5,2,40.48,7.21,2,,,,,,,2001,2019,64.12,1.58,us-101
1723,5331,577,1118847512000,16.781,1821.154,6452461.375,1872144.873,9.5,6.0,2,61.44,9.0,2,,,,,,,1717,1741,113.88,1.85,us-101,1717,5306,575,1118847509500,17.493,1772.313,6452424.101,1872176.174,10.0,5.5,2,61.3,-0.87,2,,,,,,,1709,1723,169.35,2.76,us-101
1084,5562,890,1118849313200,19.316,1324.694,6452059.679,1872492.525,15.5,7.9,2,20.0,0.0,2,,,,,,,1079,1089,56.93,2.85,us-101,1079,5651,886,1118849322100,19.065,1468.393,6452168.146,1872398.321,14.5,6.9,2,3.37,0.0,2,,,,,,,1075,1084,35.45,10.52,us-101
1901,5612,561,1118847540100,17.996,813.358,6451701.663,1872807.129,14.0,5.9,2,33.01,-3.59,2,,,,,,,1890,1908,53.95,1.63,us-101,1890,5486,563,1118847527500,18.479,395.173,6451389.221,1873085.694,16.0,5.4,2,36.26,-4.39,2,,,,,,,1882,1901,73.67,2.03,us-101
1023,5267,852,1118849283700,18.889,1465.758,6452166.274,1872400.201,16.5,8.4,2,13.64,10.69,2,,,,,,,1018,1028,72.66,5.33,us-101,1018,4820,848,1118849239000,16.093,262.784,6451269.357,1873203.727,16.0,6.9,2,37.9,-3.38,2,,,,,,,1014,1023,44.83,1.18,us-101
2978,8904,755,1118847869300,19.106,387.344,6451383.04,1873090.538,14.0,6.4,2,24.99,0.0,2,,,,,,,2967,2991,50.58,2.02,us-101,2967,9279,754,1118847906800,12.689,2093.08,6452672.957,1871973.033,15.0,7.4,2,59.96,-2.08,2,,,,,,,0,2978,0.0,0.0,us-101
2076,8136,917,1118848655600,18.714,1580.77,6452248.624,1872328.009,14.0,5.4,2,40.27,-9.01,2,,,,,,,2062,2086,64.53,1.6,us-101,2062,7756,1024,1118848617600,16.66,548.086,6451473.604,1873010.7,14.0,4.9,2,18.77,2.65,2,,,,,,,2054,2070,50.86,2.71,us-101
2375,8653,635,1118848707300,18.386,372.014,6451342.636,1873129.387,13.5,5.4,2,39.51,6.35,2,,,,,,,2364,2379,118.66,3.0,us-101,2364,8729,641,1118848714900,18.679,793.78,6451656.27,1872846.115,17.0,6.4,2,35.0,0.0,2,,,,,,,2353,2375,98.8,2.82,us-101
1421,7146,880,1118849471600,17.396,901.078,6451741.819,1872772.605,14.5,5.9,2,5.0,0.02,2,,,,,,,1422,1431,44.88,8.98,us-101,1422,7204,890,1118849477400,17.493,972.525,6451795.554,1872725.437,14.0,5.4,2,0.0,0.0,2,,,,,,,1405,1421,31.95,9999.99,us-101
1070,5334,882,1118849290400,19.468,1117.411,6451903.568,1872628.805,14.5,5.4,2,14.25,0.0,2,,,,,,,1064,1075,59.54,4.18,us-101,1064,5608,869,1118849317800,17.755,1554.765,6452233.841,1872342.288,14.5,6.4,2,0.0,0.0,2,,,,,,,1059,1070,35.33,9999.99,us-101
2008,6026,597,1118847581500,19.557,939.513,6451795.592,1872722.669,9.5,5.5,2,40.48,7.21,2,,,,,,,2001,2019,64.12,1.58,us-101,2001,5815,589,1118847560400,15.817,410.388,6451402.217,1873077.337,15.5,6.4,2,35.91,-7.07,2,,,,,,,1998,2008,43.89,1.22,us-101
1139,5450,896,1118849302000,20.257,647.988,6451549.79,1872937.74,20.5,7.4,2,27.19,-5.86,2,,,,,,,1132,1145,48.79,1.79,us-101,1132,5657,884,1118849322700,17.467,1045.448,6451850.623,1872677.582,13.5,6.4,2,19.98,0.25,2,,,,,,,1126,1139,53.0,2.65,us-101
1487,7846,893,1118849541600,21.323,2049.771,6452606.641,1872015.451,14.5,5.9,2,28.38,7.28,2,,,,,,,1482,1504,61.98,2.18,us-101,1482,7262,888,1118849483200,18.945,643.682,6451547.453,1872941.59,13.0,5.9,2,9.0,0.0,2,,,,,,,1476,1487,41.54,4.62,us-101
1780,6999,1027,1118848541900,19.343,1149.438,6451923.645,1872611.481,16.5,5.4,2,11.85,-0.29,2,,,,,,,1773,1790,25.99,2.19,us-101,1773,7176,1020,1118848559600,17.552,1339.413,6452067.694,1872487.848,16.0,5.4,2,8.61,11.2,2,,,,,,,1766,1780,25.74,2.99,us-101
412,2757,919,1118848117700,20.52,1992.512,6452558.51,1872056.362,16.0,6.9,2,26.4,0.0,2,,,,,,,408,416,44.28,1.68,us-101,408,2793,916,1118848121300,21.701,2136.021,6452669.437,1871964.316,15.5,6.4,2,28.8,2.31,2,,,,,,,0,412,0.0,0.0,us-101
2500,7378,847,1118847716700,19.58,763.05,6451662.834,1872839.154,17.0,5.9,2,26.23,9.04,2,,,,,,,2497,2516,43.36,1.65,us-101,2497,7177,838,1118847696600,16.541,223.102,6451265.61,1873206.994,17.0,5.9,2,45.49,-3.55,2,,,,,,,2492,2500,92.67,2.04,us-101
1548,4568,565,1118847435700,18.115,1226.216,6452012.55,1872535.418,9.5,6.5,2,45.4,4.63,2,,,,,,,1538,1551,92.64,2.04,us-101,1538,4257,575,1118847404600,17.782,169.102,6451227.359,1873245.17,9.0,5.0,2,22.87,2.06,2,,,,,,,1534,1548,49.84,2.18,us-101
1650,4862,487,1118847465100,17.948,885.812,6451756.095,1872759.311,12.0,6.0,2,29.98,-0.26,2,,,,,,,1645,1656,80.89,2.7,us-101,1645,6878,1042,1118848529800,19.285,1708.061,6452344.104,1872244.087,12.5,6.0,2,12.86,0.0,2,,,,,,,1637,1654,41.13,3.2,us-101
928,2554,463,1118847234300,17.43,1418.395,6452157.821,1872409.545,14.0,6.4,2,55.25,0.73,2,,,,,,,918,943,122.1,2.21,us-101,918,4462,603,1118848288200,19.141,1788.749,6452404.912,1872190.496,14.5,5.9,2,55.3,3.12,2,,,,,,,912,920,101.68,1.84,us-101
8,432,605,1118847885200,19.392,361.246,6451334.193,1873136.148,17.0,7.4,2,28.19,6.42,2,,,,,,,4,13,67.2,2.38,us-101,4,571,651,1118847899100,17.073,912.288,6451746.315,1872769.08,16.0,5.9,2,24.99,0.0,2,,,,,,,0,8,0.0,0.0,us-101
1212,6568,1176,1118849413800,18.762,1967.343,6452544.652,1872070.421,14.5,6.4,2,12.27,0.0,2,,,,,,,1207,1218,32.6,2.66,us-101,1207,6635,1175,1118849420500,19.957,2126.846,6452667.654,1871967.965,16.5,7.9,2,29.15,5.39,2,,,,,,,0,1212,0.0,0.0,us-101
2201,8030,739,1118848645000,15.868,130.731,6451174.895,1873304.393,15.5,6.4,2,14.51,-4.46,2,,,,,,,2192,2211,72.25,4.98,us-101,2192,8686,750,1118848710600,19.576,2115.246,6452654.477,1871978.939,12.5,7.0,2,26.3,5.36,2,,,,,,,2186,2201,48.63,1.85,us-101
1292,6984,1260,1118849455400,17.998,1802.571,6452420.329,1872178.751,14.5,6.4,2,24.49,-0.17,2,,,,,,,1285,1297,73.03,2.98,us-101,1285,6527,1218,1118849409700,17.238,1058.932,6451860.93,1872668.906,14.0,6.9,2,27.91,4.28,2,,,,,,,1278,1292,85.51,3.06,us-101
1431,6883,886,1118849445300,18.486,401.807,6451368.527,1873104.756,15.0,5.9,2,27.83,0.0,2,,,,,,,1421,1436,50.85,1.83,us-101,1421,7552,880,1118849512200,18.532,1911.055,6452501.82,1872107.31,14.5,5.9,2,38.24,4.13,2,,,,,,,1422,1431,137.89,3.61,us-101
2074,6301,608,1118847609000,20.033,1567.701,6452268.378,1872309.072,14.0,6.4,2,47.94,-1.33,2,,,,,,,2065,2085,62.35,1.3,us-101,2065,6249,606,1118847603800,20.069,1384.859,6452130.81,1872429.55,16.0,5.9,2,45.0,0.0,2,,,,,,,2057,2074,81.6,1.81,us-101
883,4783,779,1118849235300,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101,877,4711,771,1118849228100,18.851,1848.859,6452454.704,1872147.941,15.0,6.9,2,35.39,4.48,2,,,,,,,873,883,44.47,1.26,us-101
2042,7717,1018,1118848613700,19.517,573.877,6451490.934,1872991.369,17.0,7.4,2,19.99,0.0,2,,,,,,,2031,2054,64.6,3.23,us-101,2031,7391,981,1118848581100,16.932,344.006,6451323.517,1873149.888,15.5,6.4,2,15.46,-8.93,2,,,,,,,2025,2042,57.18,3.7,us-101
1992,5697,581,1118847548600,16.606,109.124,6451187.23,1873290.0,10.0,5.5,2,34.97,0.14,2,,,,,,,1985,1998,44.56,1.27,us-101,1985,5896,580,1118847568500,16.579,807.463,6451698.17,1872812.09,11.0,7.0,2,30.02,0.74,2,,,,,,,1980,1992,51.84,1.73,us-101
423,2303,940,1118848987300,18.611,556.932,6451482.986,1872999.693,17.0,6.9,2,0.0,0.0,2,,,,,,,417,427,33.25,9999.99,us-101,417,1874,879,1118848944400,17.615,108.75,6451162.587,1873315.479,17.0,6.9,2,15.04,-0.29,2,,,,,,,410,423,51.99,3.46,us-101
1405,4042,555,1118847383100,17.488,743.474,6451649.514,1872853.631,15.5,6.4,2,34.46,6.27,2,,,,,,,1399,1417,79.64,2.31,us-101,1399,3841,529,1118847363000,18.736,323.759,6451336.657,1873134.68,10.0,5.5,2,35.0,0.0,2,,,,,,,1394,1405,59.36,1.7,us-101
2031,7350,981,1118848577000,17.724,276.636,6451274.525,1873196.138,15.5,6.4,2,16.11,5.27,2,,,,,,,2025,2042,64.2,3.98,us-101,2025,7798,987,1118848621800,17.839,885.09,6451725.387,1872786.469,17.0,8.5,2,15.0,0.0,2,,,,,,,2020,2031,34.5,2.3,us-101
472,2153,1092,1118848057300,16.812,282.046,6451279.056,1873193.027,11.5,5.5,2,29.54,4.0,2,,,,,,,468,475,37.59,1.27,us-101,468,2406,1095,1118848082600,17.63,899.601,6451736.431,1872777.032,14.0,6.4,2,29.62,-4.09,2,,,,,,,464,472,65.88,2.22,us-101
1798,8739,788,1118849630900,18.479,791.84,6451659.087,1872843.908,15.0,5.9,2,31.31,-7.89,2,,,,,,,1794,1802,57.11,1.82,us-101,1794,8975,750,1118849654500,18.085,1782.469,6452405.075,1872191.749,14.5,5.9,2,34.48,-11.2,2,,,,,,,1789,1798,88.43,2.56,us-101
234,785,461,1118847057400,19.375,964.332,6451814.414,1872706.549,12.0,5.5,2,32.15,0.2,2,,,,,,,227,242,60.82,1.89,us-101,227,766,459,1118847055500,20.482,967.188,6451815.84,1872703.842,19.0,7.9,2,30.14,1.34,2,,,,,,,225,234,55.16,1.83,us-101
987,5033,829,1118849260300,19.402,1439.602,6452146.324,1872416.935,17.5,7.4,2,25.89,-6.9,2,,,,,,,982,992,56.15,2.17,us-101,982,5064,837,1118849263400,18.968,1573.233,6452246.933,1872329.158,14.0,6.9,2,25.03,0.07,2,,,,,,,957,987,52.93,2.11,us-101
1718,6893,1038,1118848531300,19.705,1333.816,6452062.141,1872489.851,11.5,5.5,2,8.5,-0.06,2,,,,,,,1712,1725,38.32,4.51,us-101,1712,6782,1040,1118848520200,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0.0,0.0,2,,,,,,,1704,1718,25.94,9999.99,us-101
392,2540,940,1118849011000,16.758,1910.355,6452502.433,1872109.13,15.0,6.4,2,58.18,7.3,2,,,,,,,390,394,68.94,1.18,us-101,390,2338,945,1118848990800,18.009,1097.978,6451889.864,1872642.678,17.0,7.4,2,33.63,10.68,2,,,,,,,386,392,54.97,1.63,us-101
2967,8639,754,1118847842800,16.459,192.516,6451244.555,1873229.114,15.0,7.4,2,10.0,0.0,2,,,,,,,2954,2978,48.28,4.83,us-101,2954,8692,788,1118847848100,16.685,257.913,6451290.706,1873181.943,14.5,6.4,2,0.0,0.0,2,,,,,,,2948,2967,19.28,9999.99,us-101
416,1990,932,1118848041000,18.62,359.546,6451333.497,1873137.895,15.5,4.9,2,40.08,-1.61,2,,,,,,,412,426,92.65,2.31,us-101,412,2757,919,1118848117700,20.52,1992.512,6452558.51,1872056.362,16.0,6.9,2,26.4,0.0,2,,,,,,,408,416,44.28,1.68,us-101
1645,6611,1042,1118848503100,19.188,1467.238,6452163.062,1872402.628,12.5,6.0,2,20.18,-1.66,2,,,,,,,1637,1654,42.33,2.1,us-101,1637,8247,673,1118849581700,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101
1431,7567,886,1118849513700,18.2,1898.616,6452492.655,1872115.737,15.0,5.9,2,34.17,0.15,2,,,,,,,1421,1442,65.62,1.92,us-101,1421,7552,880,1118849512200,18.532,1911.055,6452501.82,1872107.31,14.5,5.9,2,38.24,4.13,2,,,,,,,1422,1431,137.89,3.61,us-101
2780,8624,828,1118847841300,17.397,1333.368,6452093.719,1872465.366,10.0,5.0,2,40.0,0.0,2,,,,,,,2768,2792,85.01,2.13,us-101,2768,8414,827,1118847820300,16.975,897.784,6451765.726,1872752.135,13.0,4.9,2,9.47,6.27,2,,,,,,,2761,2780,50.9,5.37,us-101
895,4331,642,1118848275100,19.435,1385.134,6452101.051,1872456.284,15.0,7.9,2,40.0,0.0,2,,,,,,,883,906,61.96,1.55,us-101,883,4783,779,1118849235300,19.183,2012.195,6452578.774,1872040.932,15.5,7.4,2,23.47,-3.92,2,,,,,,,877,886,34.52,1.47,us-101
786,2033,438,1118847182200,19.171,635.543,6451567.25,1872923.615,16.0,5.9,2,44.13,5.88,2,,,,,,,771,793,168.69,3.82,us-101,771,1977,420,1118847176600,20.858,546.539,6451499.668,1872981.759,10.0,5.0,2,43.97,11.2,2,,,,,,,767,786,66.18,1.51,us-101
2327,8603,665,1118848702300,19.231,743.965,6451618.448,1872878.586,12.5,6.0,2,42.92,0.79,2,,,,,,,2325,2334,47.44,1.11,us-101,2325,8782,660,1118848720200,17.843,1420.112,6452128.492,1872434.517,16.0,6.4,2,23.64,-10.7,2,,,,,,,2318,2327,46.63,1.97,us-101
1611,8070,708,1118849564000,17.925,1215.502,6451978.471,1872565.532,13.0,5.9,2,25.0,0.0,2,,,,,,,1606,1613,58.95,2.36,us-101,1606,8158,790,1118849572800,18.524,1544.703,6452225.802,1872348.333,16.0,6.9,2,39.47,6.26,2,,,,,,,1604,1611,87.08,2.21,us-101
